"id","text","Hello","Done","Connect","Order","Changing","Return","Other","Inform","Request","ID_product","size_product","color_product","material_product","cost_product","amount_product","name_promotion","content_promotion","Id member","phone member","level member","benefit member","feedback","shiping fee","size customer","height customer","weight customer","addr store","phone store","addr member"
"378966","Khách 25: Chị chỉ có face ,Nguyễn Đăng Khoa thôi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378967","dạ bên e gửi nhầm cho chị ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378968","Khách 25: Alo j vậy em","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378969","dạ chị bên  gửi nhầm cho mình ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378970","dạ chị mình sài 2 face đúng không ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378971","Khách 25: Ok","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378972","e nhận dc r ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378973","Khách 25: Giao dịch bên ACB","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378974","Khách 25: Người chuyển tiền tên Thảo","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378975","c để tên gì ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378976","Khách 25: Em kiểm tra dùm chị nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378977","Khách 25: Em ơi nãy chị Ck cọc 1triệu mà quên ghi tên Nguyễn Đăng Khoa rồi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378978","Khách 25: Ok,em","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378979","chị ơi mình nhớ nhắc các bạn e trừ lỗi cho mình nha chị","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378980","dạ chị đơn sau các bạn gọi chốt chị nhắc các bạn giúp e mình có đơn lỗi trừ nha chị","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378981","Khách 25: Để trừ đơn sau nha shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378982","Đơn lỗi 198k , c muốn shop chuyển khoản hay trừ đơn sau ạ?","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378983","chuyển khoản thì chị gửi shop thông tin số tài khoản + tên chủ tài khoản & ngân hàng chi nhánh","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378984","trừ đơn sau thì đơn sau chị nhắc bạn chốt đơn lên check tin nhắn trừ hàng lỗi cho chị","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378985","họn cách giải quyết rồi báo lại shop nha chị! Cám ơn chị ạ!","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378986","Khách 25: Tiền ship chị  trả 13k rồi nha em","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378987","dạ chị đơn túi bị lỗi e nhận được rồi ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378988","Đơn hàng mình gửi về shop ĐỖ HOÀI PHƯƠNG Đ/c :67/4 đường 30/4 kp2 phường trung dũng tp Biên Hòa Đồng Nai Sdt:xxxxx Ghi chú giúp em là hàng lỗi bên dưới cục hàng, kèm theo tờ bill tiền ngoài cục hàng  và để đầy đủ thông tin giúp e ạ: tên facebook đặt hàng & sđt đặt hàng. Phí SHIP hàng lỗi bên e sẽ chịu (trường hợp bên giao hàng bắt trả trước thì để thu hộ tiền ship giúp e nhé ) .LUU Ý MÌNH KHÔNG GUI BÊN GIAO HÀNG NHANH GIÚP E VÌ PHÍ RẤT CAO và KHÔNG THU COD giá trị hàng. Sau khi nhận được hàng c gửi về bên e sẽ gọi lại và giải quyết cho c luôn ạ!","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378989","dạ chị đơn túi bị lỗi này chị gửi về lại cho shop giúp e nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378990","Khách 25: Shop ơi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378991","ĐÃ TRỪ 1 TRIỆU CK CỌC","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378992","Khách 25: Để em ấy biết mã nào á","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378993","Khách 25: Có đọc tên em,tại em chốt hàng cho c nói chị gởi hình cho em ấy","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378994","Mình có đơn trên live không chị Nguyễn Đăng Khoa . Trường hợp mình được đọc tên trên live không chốt trong tin nhắn giúp e nhé chị để tránh trường hợp bị trùng bill ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378995","Khách 25: Alo","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378996","Khách 25: 3Sét son 09,130k","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378997","ĐÃ BỒI HOÀN 25K TÍNH SAI VÀO HÓA ĐƠN TIẾP THEO NGÀY 27/11/2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378998","Khách 25: Ok nè","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378999","dạ chị. chị có đơn hàng tiếp theo mà các bạn có gọi mình nhớ nhắc các bạn là còn dư tiền nha chị để bên e cấn trừ ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379000","dạ shop cam ơn chị ạ.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379001","Khách 25: Ok,ko sao em","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379002","shop xin lỗi chị sai sót vấn đề này ạ, chị thông cảm cho shop ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379003","dạ em chào chị. đơn vừa rồi tính sai cho chị 25k em note lại ạ, đơn sau mình đặt em trừ cho mình nha chị","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379004","Dạ chào chị. shop nhận được thông tin chị gửi rồi ạ, chị thông cảm đợi shop xử lý ạ, shop sẽ phản hồi lại luôn ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379005","Khách 25: Đầm này mã 14 bữa phương nói 130k mà bên em ghi mã 15 160k lộn rồi bé ơi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379006","e nhận dc r ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379007","Khách 25: Nhận được tiền chưa e, nãy c để quên bill ở NH rồi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379008","Khách 25: Em ơi bill nãy c để đâu mất tiêu òi, c Ck hồi 10h 1triệu mà khác NH khoảng 1tiếng mới qa bên em, em kiểm tra dùm chị nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379009","Khách 25: Ok,c quên","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379010","dạ c gửi bill giúp e nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379011","Khách 25: C đang ở NH em chờ chút xíu nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379012","c ck chưa ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379013","e nhận dc r ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379014","Khách 25: Chỗ chị k có vietcombank chị ck ACB đỡ nha em","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379015","đơn của c 629k ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379016","Khách 25: Em ơi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379017","Khách 25: Shop ơi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379018","E NHẬN DC CK R NHA","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379019","Khách 25: Shop ơi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379020","Chị đọc kĩ thông tin em gửi nhé! Chị lưu ý ship thường đừng ship nhanh vì phí ship sẽ cao nha chị! Chị gửi về vui lòng để thông tin người gửi là tên facebook & sdt đặt hàng nha!","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379021","Đơn hàng mình gửi về shop ĐỖ HOÀI PHƯƠNG Đ/c :67/4 đường 30/4 kp2 phường trung dũng tp Biên Hòa Đồng Nai Sdt:xxxxx Ghi chú giúp em là hàng lỗi bên dưới cục hàng, kèm theo tờ bill tiền ngoài cục hàng  và để đầy đủ thông tin giúp e ạ: tên facebook đặt hàng & sđt đặt hàng. Phí SHIP hàng lỗi bên e sẽ chịu (trường hợp bên giao hàng bắt trả trước thì để thu hộ tiền ship giúp e nhé ) .LUU Ý MÌNH KHÔNG GUI BÊN GIAO HÀNG NHANH GIÚP E VÌ PHÍ RẤT CAO và KHÔNG THU COD giá trị hàng. Sau khi nhận được hàng c gửi về bên e sẽ gọi lại và giải quyết cho c luôn ạ!","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379022","Khách 25: Shop ơi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379023","Khách 25: Chụp bill tính tiền hả e","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379024","bill mộc đỏ c chụp mặc sau giúp e nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379025"," anh/chị đã tin tưởng và ủng hộ shop! Chúng em đang làm việc chăm chỉ để mang đến cho anh/chị dịch vụ tốt hơn. Hotline: 0251.730.9099","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379026","Khách 25: Chị đặt quần sọt đen M mà gởi lộn c đầm này","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379027","Khách 25: Liên hệ tư vấn viên","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379028","Khách 25: Liên hệ tư vấn viên","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
